unit_id,treated,propensity_score,id,scenario,min_control_score,max_control_score,min_treated_score,max_treated_score,common_support_min,common_support_max,in_common_support
125,1,0.5922955476907462,125,A,0.060752846362695366,0.9009652953303829,0.07908083840948635,0.9329592927893035,0.07908083840948635,0.9009652953303829,True
126,1,0.8147417717131366,126,A,0.060752846362695366,0.9009652953303829,0.07908083840948635,0.9329592927893035,0.07908083840948635,0.9009652953303829,True
127,1,0.41417606150450315,127,A,0.060752846362695366,0.9009652953303829,0.07908083840948635,0.9329592927893035,0.07908083840948635,0.9009652953303829,True
128,1,0.49911718371721825,128,A,0.060752846362695366,0.9009652953303829,0.07908083840948635,0.9329592927893035,0.07908083840948635,0.9009652953303829,True
129,1,0.7485113650962772,129,A,0.060752846362695366,0.9009652953303829,0.07908083840948635,0.9329592927893035,0.07908083840948635,0.9009652953303829,True
130,0,0.3632439069910085,130,A,0.060752846362695366,0.9009652953303829,0.07908083840948635,0.9329592927893035,0.07908083840948635,0.9009652953303829,True
131,1,0.565967422463019,131,A,0.060752846362695366,0.9009652953303829,0.07908083840948635,0.9329592927893035,0.07908083840948635,0.9009652953303829,True
132,0,0.23982838822603653,132,A,0.060752846362695366,0.9009652953303829,0.07908083840948635,0.9329592927893035,0.07908083840948635,0.9009652953303829,True
133,0,0.09766275196351391,133,A,0.060752846362695366,0.9009652953303829,0.07908083840948635,0.9329592927893035,0.07908083840948635,0.9009652953303829,True
134,0,0.1684253062257758,134,A,0.060752846362695366,0.9009652953303829,0.07908083840948635,0.9329592927893035,0.07908083840948635,0.9009652953303829,True
135,0,0.255805226417434,135,A,0.060752846362695366,0.9009652953303829,0.07908083840948635,0.9329592927893035,0.07908083840948635,0.9009652953303829,True
136,0,0.452713334836964,136,A,0.060752846362695366,0.9009652953303829,0.07908083840948635,0.9329592927893035,0.07908083840948635,0.9009652953303829,True
137,0,0.7691114349963818,137,A,0.060752846362695366,0.9009652953303829,0.07908083840948635,0.9329592927893035,0.07908083840948635,0.9009652953303829,True
138,1,0.36903572250099087,138,A,0.060752846362695366,0.9009652953303829,0.07908083840948635,0.9329592927893035,0.07908083840948635,0.9009652953303829,True
139,1,0.6614792003503437,139,A,0.060752846362695366,0.9009652953303829,0.07908083840948635,0.9329592927893035,0.07908083840948635,0.9009652953303829,True
140,1,0.40637510983832303,140,A,0.060752846362695366,0.9009652953303829,0.07908083840948635,0.9329592927893035,0.07908083840948635,0.9009652953303829,True
141,0,0.10101388212533534,141,A,0.060752846362695366,0.9009652953303829,0.07908083840948635,0.9329592927893035,0.07908083840948635,0.9009652953303829,True
142,0,0.44582423634694307,142,A,0.060752846362695366,0.9009652953303829,0.07908083840948635,0.9329592927893035,0.07908083840948635,0.9009652953303829,True
143,0,0.4408746870822422,143,A,0.060752846362695366,0.9009652953303829,0.07908083840948635,0.9329592927893035,0.07908083840948635,0.9009652953303829,True
144,1,0.6449909040963443,144,A,0.060752846362695366,0.9009652953303829,0.07908083840948635,0.9329592927893035,0.07908083840948635,0.9009652953303829,True
145,0,0.25494524945701197,145,A,0.060752846362695366,0.9009652953303829,0.07908083840948635,0.9329592927893035,0.07908083840948635,0.9009652953303829,True
146,0,0.4725492326983114,146,A,0.060752846362695366,0.9009652953303829,0.07908083840948635,0.9329592927893035,0.07908083840948635,0.9009652953303829,True
147,0,0.40008620926057076,147,A,0.060752846362695366,0.9009652953303829,0.07908083840948635,0.9329592927893035,0.07908083840948635,0.9009652953303829,True
148,0,0.23127937127135337,148,A,0.060752846362695366,0.9009652953303829,0.07908083840948635,0.9329592927893035,0.07908083840948635,0.9009652953303829,True
149,1,0.5204314927652633,149,A,0.060752846362695366,0.9009652953303829,0.07908083840948635,0.9329592927893035,0.07908083840948635,0.9009652953303829,True
150,0,0.302873941240937,150,A,0.060752846362695366,0.9009652953303829,0.07908083840948635,0.9329592927893035,0.07908083840948635,0.9009652953303829,True
151,0,0.550793633137514,151,A,0.060752846362695366,0.9009652953303829,0.07908083840948635,0.9329592927893035,0.07908083840948635,0.9009652953303829,True
152,0,0.5768756632120482,152,A,0.060752846362695366,0.9009652953303829,0.07908083840948635,0.9329592927893035,0.07908083840948635,0.9009652953303829,True
153,0,0.5261526916844862,153,A,0.060752846362695366,0.9009652953303829,0.07908083840948635,0.9329592927893035,0.07908083840948635,0.9009652953303829,True
154,1,0.6668043048209299,154,A,0.060752846362695366,0.9009652953303829,0.07908083840948635,0.9329592927893035,0.07908083840948635,0.9009652953303829,True
155,0,0.4870638774874744,155,A,0.060752846362695366,0.9009652953303829,0.07908083840948635,0.9329592927893035,0.07908083840948635,0.9009652953303829,True
156,1,0.7516261507282048,156,A,0.060752846362695366,0.9009652953303829,0.07908083840948635,0.9329592927893035,0.07908083840948635,0.9009652953303829,True
157,1,0.6269583410615293,157,A,0.060752846362695366,0.9009652953303829,0.07908083840948635,0.9329592927893035,0.07908083840948635,0.9009652953303829,True
158,1,0.7895393968715706,158,A,0.060752846362695366,0.9009652953303829,0.07908083840948635,0.9329592927893035,0.07908083840948635,0.9009652953303829,True
159,0,0.3881187510135505,159,A,0.060752846362695366,0.9009652953303829,0.07908083840948635,0.9329592927893035,0.07908083840948635,0.9009652953303829,True
160,0,0.591977737778278,160,A,0.060752846362695366,0.9009652953303829,0.07908083840948635,0.9329592927893035,0.07908083840948635,0.9009652953303829,True
161,0,0.6358213437398489,161,A,0.060752846362695366,0.9009652953303829,0.07908083840948635,0.9329592927893035,0.07908083840948635,0.9009652953303829,True
162,1,0.561389021136825,162,A,0.060752846362695366,0.9009652953303829,0.07908083840948635,0.9329592927893035,0.07908083840948635,0.9009652953303829,True
163,0,0.7393149918573014,163,A,0.060752846362695366,0.9009652953303829,0.07908083840948635,0.9329592927893035,0.07908083840948635,0.9009652953303829,True
164,1,0.48400167178762615,164,A,0.060752846362695366,0.9009652953303829,0.07908083840948635,0.9329592927893035,0.07908083840948635,0.9009652953303829,True
165,1,0.5853271287329271,165,A,0.060752846362695366,0.9009652953303829,0.07908083840948635,0.9329592927893035,0.07908083840948635,0.9009652953303829,True
166,0,0.6127652938881152,166,A,0.060752846362695366,0.9009652953303829,0.07908083840948635,0.9329592927893035,0.07908083840948635,0.9009652953303829,True
167,0,0.6809691946990569,167,A,0.060752846362695366,0.9009652953303829,0.07908083840948635,0.9329592927893035,0.07908083840948635,0.9009652953303829,True
168,1,0.6466933400722329,168,A,0.060752846362695366,0.9009652953303829,0.07908083840948635,0.9329592927893035,0.07908083840948635,0.9009652953303829,True
169,1,0.8656322701541567,169,A,0.060752846362695366,0.9009652953303829,0.07908083840948635,0.9329592927893035,0.07908083840948635,0.9009652953303829,True
170,0,0.3774687733448241,170,A,0.060752846362695366,0.9009652953303829,0.07908083840948635,0.9329592927893035,0.07908083840948635,0.9009652953303829,True
171,1,0.3368147101871597,171,A,0.060752846362695366,0.9009652953303829,0.07908083840948635,0.9329592927893035,0.07908083840948635,0.9009652953303829,True
172,0,0.4334716687372198,172,A,0.060752846362695366,0.9009652953303829,0.07908083840948635,0.9329592927893035,0.07908083840948635,0.9009652953303829,True
173,1,0.6816474191657936,173,A,0.060752846362695366,0.9009652953303829,0.07908083840948635,0.9329592927893035,0.07908083840948635,0.9009652953303829,True
174,1,0.8333821460890617,174,A,0.060752846362695366,0.9009652953303829,0.07908083840948635,0.9329592927893035,0.07908083840948635,0.9009652953303829,True
175,0,0.6368448270773635,175,A,0.060752846362695366,0.9009652953303829,0.07908083840948635,0.9329592927893035,0.07908083840948635,0.9009652953303829,True
176,1,0.5615419102695685,176,A,0.060752846362695366,0.9009652953303829,0.07908083840948635,0.9329592927893035,0.07908083840948635,0.9009652953303829,True
177,0,0.24301851470846872,177,A,0.060752846362695366,0.9009652953303829,0.07908083840948635,0.9329592927893035,0.07908083840948635,0.9009652953303829,True
178,0,0.8658292946271032,178,A,0.060752846362695366,0.9009652953303829,0.07908083840948635,0.9329592927893035,0.07908083840948635,0.9009652953303829,True
179,0,0.38475417803799167,179,A,0.060752846362695366,0.9009652953303829,0.07908083840948635,0.9329592927893035,0.07908083840948635,0.9009652953303829,True
180,1,0.8284420938670852,180,A,0.060752846362695366,0.9009652953303829,0.07908083840948635,0.9329592927893035,0.07908083840948635,0.9009652953303829,True
181,1,0.7060295853687002,181,A,0.060752846362695366,0.9009652953303829,0.07908083840948635,0.9329592927893035,0.07908083840948635,0.9009652953303829,True
182,1,0.9329592927893035,182,A,0.060752846362695366,0.9009652953303829,0.07908083840948635,0.9329592927893035,0.07908083840948635,0.9009652953303829,False
183,1,0.6733556576585935,183,A,0.060752846362695366,0.9009652953303829,0.07908083840948635,0.9329592927893035,0.07908083840948635,0.9009652953303829,True
184,1,0.7402926937078712,184,A,0.060752846362695366,0.9009652953303829,0.07908083840948635,0.9329592927893035,0.07908083840948635,0.9009652953303829,True
185,1,0.6152638326812088,185,A,0.060752846362695366,0.9009652953303829,0.07908083840948635,0.9329592927893035,0.07908083840948635,0.9009652953303829,True
186,1,0.6903474871094738,186,A,0.060752846362695366,0.9009652953303829,0.07908083840948635,0.9329592927893035,0.07908083840948635,0.9009652953303829,True
187,0,0.24836543819464935,187,A,0.060752846362695366,0.9009652953303829,0.07908083840948635,0.9329592927893035,0.07908083840948635,0.9009652953303829,True
188,1,0.553214285821416,188,A,0.060752846362695366,0.9009652953303829,0.07908083840948635,0.9329592927893035,0.07908083840948635,0.9009652953303829,True
189,1,0.525065474334597,189,A,0.060752846362695366,0.9009652953303829,0.07908083840948635,0.9329592927893035,0.07908083840948635,0.9009652953303829,True
